pid,DTYPE
90167,DEVICE_TYPE_135
90168,DEVICE_TYPE_95
90168,DEVICE_TYPE_88
90169,DEVICE_TYPE_27
90170,DEVICE_TYPE_151
90171,DEVICE_TYPE_93
90172,DEVICE_TYPE_135
90173,DEVICE_TYPE_34
90174,DEVICE_TYPE_34
90175,DEVICE_TYPE_135
90176,DEVICE_TYPE_94
90177,DEVICE_TYPE_109
90178,DEVICE_TYPE_35
90178,DEVICE_TYPE_88
90178,DEVICE_TYPE_135
90179,DEVICE_TYPE_156
90180,DEVICE_TYPE_135
90181,DEVICE_TYPE_103
90182,DEVICE_TYPE_135
90183,DEVICE_TYPE_116
90184,DEVICE_TYPE_12
90184,DEVICE_TYPE_156
90185,DEVICE_TYPE_99
90185,DEVICE_TYPE_135
90186,DEVICE_TYPE_108
90187,DEVICE_TYPE_35
90188,DEVICE_TYPE_34
90189,DEVICE_TYPE_99
90190,DEVICE_TYPE_35
90191,DEVICE_TYPE_135
90192,DEVICE_TYPE_34
90193,DEVICE_TYPE_107
90194,DEVICE_TYPE_95
90194,DEVICE_TYPE_93
90195,DEVICE_TYPE_111
90196,DEVICE_TYPE_34
90197,DEVICE_TYPE_1
90198,DEVICE_TYPE_12
90198,DEVICE_TYPE_34
90199,DEVICE_TYPE_35
90200,DEVICE_TYPE_156
90201,DEVICE_TYPE_135
90202,DEVICE_TYPE_107
90203,DEVICE_TYPE_109
90204,DEVICE_TYPE_109
90205,DEVICE_TYPE_53
90206,DEVICE_TYPE_109
90207,DEVICE_TYPE_109
90208,DEVICE_TYPE_93
90208,DEVICE_TYPE_88
90209,DEVICE_TYPE_34
90210,DEVICE_TYPE_109
90210,DEVICE_TYPE_88
90211,DEVICE_TYPE_107
90212,DEVICE_TYPE_156
90213,DEVICE_TYPE_23
90214,DEVICE_TYPE_156
90214,DEVICE_TYPE_88
90215,DEVICE_TYPE_34
90215,DEVICE_TYPE_88
90216,DEVICE_TYPE_156
90217,DEVICE_TYPE_27
90218,DEVICE_TYPE_102
90219,DEVICE_TYPE_151
90220,DEVICE_TYPE_34
90221,DEVICE_TYPE_156
90222,DEVICE_TYPE_156
90223,DEVICE_TYPE_35
90224,DEVICE_TYPE_99
90224,DEVICE_TYPE_88
90225,DEVICE_TYPE_92
90226,DEVICE_TYPE_156
90227,DEVICE_TYPE_119
90228,DEVICE_TYPE_119
90229,DEVICE_TYPE_151
90230,DEVICE_TYPE_135
90231,DEVICE_TYPE_35
90232,DEVICE_TYPE_111
90233,DEVICE_TYPE_34
90234,DEVICE_TYPE_93
90235,DEVICE_TYPE_109
90236,DEVICE_TYPE_109
90237,DEVICE_TYPE_111
90238,DEVICE_TYPE_35
90239,DEVICE_TYPE_34
90240,DEVICE_TYPE_35
90241,DEVICE_TYPE_136
90242,DEVICE_TYPE_156
90243,DEVICE_TYPE_35
90244,DEVICE_TYPE_94
90245,DEVICE_TYPE_8
90245,DEVICE_TYPE_156
90246,DEVICE_TYPE_109
90247,DEVICE_TYPE_108
90248,DEVICE_TYPE_102
90249,DEVICE_TYPE_111
90250,DEVICE_TYPE_35
90251,DEVICE_TYPE_156
90252,DEVICE_TYPE_92
90253,DEVICE_TYPE_34
90254,DEVICE_TYPE_108
90255,DEVICE_TYPE_109
90256,DEVICE_TYPE_111
90257,DEVICE_TYPE_156
90258,DEVICE_TYPE_119
90259,DEVICE_TYPE_1
90260,DEVICE_TYPE_35
90261,DEVICE_TYPE_135
90262,DEVICE_TYPE_156
90263,DEVICE_TYPE_109
90264,DEVICE_TYPE_108
90265,DEVICE_TYPE_34
90266,DEVICE_TYPE_12
90266,DEVICE_TYPE_156
90267,DEVICE_TYPE_12
90268,DEVICE_TYPE_159
90269,DEVICE_TYPE_102
90270,DEVICE_TYPE_13
90270,DEVICE_TYPE_135
90271,DEVICE_TYPE_93
90272,DEVICE_TYPE_35
90273,DEVICE_TYPE_12
90273,DEVICE_TYPE_156
90274,DEVICE_TYPE_12
90274,DEVICE_TYPE_107
90275,DEVICE_TYPE_102
90276,DEVICE_TYPE_156
90277,DEVICE_TYPE_156
90278,DEVICE_TYPE_35
90279,DEVICE_TYPE_135
90280,DEVICE_TYPE_7
90281,DEVICE_TYPE_34
90282,DEVICE_TYPE_156
90283,DEVICE_TYPE_110
90284,DEVICE_TYPE_35
90285,DEVICE_TYPE_135
90286,DEVICE_TYPE_156
90287,DEVICE_TYPE_111
90288,DEVICE_TYPE_95
90289,DEVICE_TYPE_35
90289,DEVICE_TYPE_135
90290,DEVICE_TYPE_47
90291,DEVICE_TYPE_156
90292,DEVICE_TYPE_34
90293,DEVICE_TYPE_109
90294,DEVICE_TYPE_107
90295,DEVICE_TYPE_37
90295,DEVICE_TYPE_135
90296,DEVICE_TYPE_135
90297,DEVICE_TYPE_27
90298,DEVICE_TYPE_111
90299,DEVICE_TYPE_111
90300,DEVICE_TYPE_93
90301,DEVICE_TYPE_34
90302,DEVICE_TYPE_135
90303,DEVICE_TYPE_1
90304,DEVICE_TYPE_110
90304,DEVICE_TYPE_135
90305,DEVICE_TYPE_156
90306,DEVICE_TYPE_111
90307,DEVICE_TYPE_111
90307,DEVICE_TYPE_88
90308,DEVICE_TYPE_156
90309,DEVICE_TYPE_119
90310,DEVICE_TYPE_103
90311,DEVICE_TYPE_109
90311,DEVICE_TYPE_88
90312,DEVICE_TYPE_35
90313,DEVICE_TYPE_111
90314,DEVICE_TYPE_35
90315,DEVICE_TYPE_35
90316,DEVICE_TYPE_135
90317,DEVICE_TYPE_111
90318,DEVICE_TYPE_35
90319,DEVICE_TYPE_1
90320,DEVICE_TYPE_156
90320,DEVICE_TYPE_34
90321,DEVICE_TYPE_99
90322,DEVICE_TYPE_1
90323,DEVICE_TYPE_135
90324,DEVICE_TYPE_135
90325,DEVICE_TYPE_110
90326,DEVICE_TYPE_135
90327,DEVICE_TYPE_110
90328,DEVICE_TYPE_151
90329,DEVICE_TYPE_109
90330,DEVICE_TYPE_135
90331,DEVICE_TYPE_156
90332,DEVICE_TYPE_93
90333,DEVICE_TYPE_93
90333,DEVICE_TYPE_88
90334,DEVICE_TYPE_135
90335,DEVICE_TYPE_93
90336,DEVICE_TYPE_34
90337,DEVICE_TYPE_109
90338,DEVICE_TYPE_135
90339,DEVICE_TYPE_156
90340,DEVICE_TYPE_34
90341,DEVICE_TYPE_135
90342,DEVICE_TYPE_35
90343,DEVICE_TYPE_34
90344,DEVICE_TYPE_135
90345,DEVICE_TYPE_36
90346,DEVICE_TYPE_107
90347,DEVICE_TYPE_109
90348,DEVICE_TYPE_113
90349,DEVICE_TYPE_156
90349,DEVICE_TYPE_88
90350,DEVICE_TYPE_35
90351,DEVICE_TYPE_34
90352,DEVICE_TYPE_107
90353,DEVICE_TYPE_155
90354,DEVICE_TYPE_156
90355,DEVICE_TYPE_107
90356,DEVICE_TYPE_99
90357,DEVICE_TYPE_135
90358,DEVICE_TYPE_103
90359,DEVICE_TYPE_108
90360,DEVICE_TYPE_119
90361,DEVICE_TYPE_35
90362,DEVICE_TYPE_27
90363,DEVICE_TYPE_111
90364,DEVICE_TYPE_135
90365,DEVICE_TYPE_135
90366,DEVICE_TYPE_88
90366,DEVICE_TYPE_135
90367,DEVICE_TYPE_111
90367,DEVICE_TYPE_88
90368,DEVICE_TYPE_119
90369,DEVICE_TYPE_34
90370,DEVICE_TYPE_135
90371,DEVICE_TYPE_109
90372,DEVICE_TYPE_27
90373,DEVICE_TYPE_135
90374,DEVICE_TYPE_156
90374,DEVICE_TYPE_159
90375,DEVICE_TYPE_34
90376,DEVICE_TYPE_103
90377,DEVICE_TYPE_35
90378,DEVICE_TYPE_111
90379,DEVICE_TYPE_135
90380,DEVICE_TYPE_156
90381,DEVICE_TYPE_107
90382,DEVICE_TYPE_156
90383,DEVICE_TYPE_34
90384,DEVICE_TYPE_99
90385,DEVICE_TYPE_35
90386,DEVICE_TYPE_12
90386,DEVICE_TYPE_107
90387,DEVICE_TYPE_156
90387,DEVICE_TYPE_34
90388,DEVICE_TYPE_35
90389,DEVICE_TYPE_108
90389,DEVICE_TYPE_88
90390,DEVICE_TYPE_98
90391,DEVICE_TYPE_111
90392,DEVICE_TYPE_135
90393,DEVICE_TYPE_34
90394,DEVICE_TYPE_108
90395,DEVICE_TYPE_108
90396,DEVICE_TYPE_135
90397,DEVICE_TYPE_107
90398,DEVICE_TYPE_135
90399,DEVICE_TYPE_47
90400,DEVICE_TYPE_93
90401,DEVICE_TYPE_98
90402,DEVICE_TYPE_34
90403,DEVICE_TYPE_35
90404,DEVICE_TYPE_117
90405,DEVICE_TYPE_135
90406,DEVICE_TYPE_151
90407,DEVICE_TYPE_156
90408,DEVICE_TYPE_108
90409,DEVICE_TYPE_27
90410,DEVICE_TYPE_103
90411,DEVICE_TYPE_156
90412,DEVICE_TYPE_111
90413,DEVICE_TYPE_99
90413,DEVICE_TYPE_88
90414,DEVICE_TYPE_107
90415,DEVICE_TYPE_27
90415,DEVICE_TYPE_135
90416,DEVICE_TYPE_98
90417,DEVICE_TYPE_12
90417,DEVICE_TYPE_27
90417,DEVICE_TYPE_156
90418,DEVICE_TYPE_26
90419,DEVICE_TYPE_1
90420,DEVICE_TYPE_111
90421,DEVICE_TYPE_35
90421,DEVICE_TYPE_88
90422,DEVICE_TYPE_102
90423,DEVICE_TYPE_8
90424,DEVICE_TYPE_95
90425,DEVICE_TYPE_108
90426,DEVICE_TYPE_156
90427,DEVICE_TYPE_108
90428,DEVICE_TYPE_109
90429,DEVICE_TYPE_35
90430,DEVICE_TYPE_98
90431,DEVICE_TYPE_156
90432,DEVICE_TYPE_107
90433,DEVICE_TYPE_107
90434,DEVICE_TYPE_116
90435,DEVICE_TYPE_135
90436,DEVICE_TYPE_111
90437,DEVICE_TYPE_27
90438,DEVICE_TYPE_99
90439,DEVICE_TYPE_47
90440,DEVICE_TYPE_107
90440,DEVICE_TYPE_88
90441,DEVICE_TYPE_34
90442,DEVICE_TYPE_108
90443,DEVICE_TYPE_156
90444,DEVICE_TYPE_156
90445,DEVICE_TYPE_35
90446,DEVICE_TYPE_35
90447,DEVICE_TYPE_13
90448,DEVICE_TYPE_108
90449,DEVICE_TYPE_13
90450,DEVICE_TYPE_99
90451,DEVICE_TYPE_102
90452,DEVICE_TYPE_27
90453,DEVICE_TYPE_104
90454,DEVICE_TYPE_109
90455,DEVICE_TYPE_34
90456,DEVICE_TYPE_107
90457,DEVICE_TYPE_35
90458,DEVICE_TYPE_1
90459,DEVICE_TYPE_1
90460,DEVICE_TYPE_108
90460,DEVICE_TYPE_88
90461,DEVICE_TYPE_110
90461,DEVICE_TYPE_135
90462,DEVICE_TYPE_102
90463,DEVICE_TYPE_135
90464,DEVICE_TYPE_111
90465,DEVICE_TYPE_107
90466,DEVICE_TYPE_35
90467,DEVICE_TYPE_151
90468,DEVICE_TYPE_151
90469,DEVICE_TYPE_35
90470,DEVICE_TYPE_156
90471,DEVICE_TYPE_111
90472,DEVICE_TYPE_135
90473,DEVICE_TYPE_35
90473,DEVICE_TYPE_135
90474,DEVICE_TYPE_149
90475,DEVICE_TYPE_35
90476,DEVICE_TYPE_111
90477,DEVICE_TYPE_135
90478,DEVICE_TYPE_156
90479,DEVICE_TYPE_35
90480,DEVICE_TYPE_108
90481,DEVICE_TYPE_35
90482,DEVICE_TYPE_159
90483,DEVICE_TYPE_105
90484,DEVICE_TYPE_109
90485,DEVICE_TYPE_111
90486,DEVICE_TYPE_135
90487,DEVICE_TYPE_27
90488,DEVICE_TYPE_93
90489,DEVICE_TYPE_108
90490,DEVICE_TYPE_111
90490,DEVICE_TYPE_88
90491,DEVICE_TYPE_34
90491,DEVICE_TYPE_35
90492,DEVICE_TYPE_116
90493,DEVICE_TYPE_135
90494,DEVICE_TYPE_135
90495,DEVICE_TYPE_103
90496,DEVICE_TYPE_103
90497,DEVICE_TYPE_34
90498,DEVICE_TYPE_156
90499,DEVICE_TYPE_99
90500,DEVICE_TYPE_108
90501,DEVICE_TYPE_35
90502,DEVICE_TYPE_135
90503,DEVICE_TYPE_109
90504,DEVICE_TYPE_23
90505,DEVICE_TYPE_1
90506,DEVICE_TYPE_99
90507,DEVICE_TYPE_27
90508,DEVICE_TYPE_107
90509,DEVICE_TYPE_156
90510,DEVICE_TYPE_99
90511,DEVICE_TYPE_27
90512,DEVICE_TYPE_34
90513,DEVICE_TYPE_27
90514,DEVICE_TYPE_111
90515,DEVICE_TYPE_117
90516,DEVICE_TYPE_107
90517,DEVICE_TYPE_111
90518,DEVICE_TYPE_34
90519,DEVICE_TYPE_135
90520,DEVICE_TYPE_111
90521,DEVICE_TYPE_159
90522,DEVICE_TYPE_26
90523,DEVICE_TYPE_12
90523,DEVICE_TYPE_25
90523,DEVICE_TYPE_111
90524,DEVICE_TYPE_156
90525,DEVICE_TYPE_102
90526,DEVICE_TYPE_34
90526,DEVICE_TYPE_88
90527,DEVICE_TYPE_135
90528,DEVICE_TYPE_65
90529,DEVICE_TYPE_135
90530,DEVICE_TYPE_109
90531,DEVICE_TYPE_156
90531,DEVICE_TYPE_111
90532,DEVICE_TYPE_119
90533,DEVICE_TYPE_107
90534,DEVICE_TYPE_107
90535,DEVICE_TYPE_135
90536,DEVICE_TYPE_99
90537,DEVICE_TYPE_99
90538,DEVICE_TYPE_34
90539,DEVICE_TYPE_111
90540,DEVICE_TYPE_135
90541,DEVICE_TYPE_103
90542,DEVICE_TYPE_107
90543,DEVICE_TYPE_34
90544,DEVICE_TYPE_110
90545,DEVICE_TYPE_135
90546,DEVICE_TYPE_34
90547,DEVICE_TYPE_103
90548,DEVICE_TYPE_136
90549,DEVICE_TYPE_135
90550,DEVICE_TYPE_12
90550,DEVICE_TYPE_35
90551,DEVICE_TYPE_156
90552,DEVICE_TYPE_1
90553,DEVICE_TYPE_35
90553,DEVICE_TYPE_135
90554,DEVICE_TYPE_1
90555,DEVICE_TYPE_135
90556,DEVICE_TYPE_35
90556,DEVICE_TYPE_111
90557,DEVICE_TYPE_135
90558,DEVICE_TYPE_107
90559,DEVICE_TYPE_135
90560,DEVICE_TYPE_156
90561,DEVICE_TYPE_111
90562,DEVICE_TYPE_34
90562,DEVICE_TYPE_88
90563,DEVICE_TYPE_135
90564,DEVICE_TYPE_34
90565,DEVICE_TYPE_108
90566,DEVICE_TYPE_99
90566,DEVICE_TYPE_88
90567,DEVICE_TYPE_35
90568,DEVICE_TYPE_135
90569,DEVICE_TYPE_151
90570,DEVICE_TYPE_156
90571,DEVICE_TYPE_34
90571,DEVICE_TYPE_88
90572,DEVICE_TYPE_135
90573,DEVICE_TYPE_1
90574,DEVICE_TYPE_27
90574,DEVICE_TYPE_156
90575,DEVICE_TYPE_29
90576,DEVICE_TYPE_111
90577,DEVICE_TYPE_29
90578,DEVICE_TYPE_108
90579,DEVICE_TYPE_156
90580,DEVICE_TYPE_107
90581,DEVICE_TYPE_1
90582,DEVICE_TYPE_135
90583,DEVICE_TYPE_135
90584,DEVICE_TYPE_27
90585,DEVICE_TYPE_135
90586,DEVICE_TYPE_135
90587,DEVICE_TYPE_52
90588,DEVICE_TYPE_35
90589,DEVICE_TYPE_102
90590,DEVICE_TYPE_135
90591,DEVICE_TYPE_99
90592,DEVICE_TYPE_135
90593,DEVICE_TYPE_135
90594,DEVICE_TYPE_135
90595,DEVICE_TYPE_93
90596,DEVICE_TYPE_107
90597,DEVICE_TYPE_95
90598,DEVICE_TYPE_34
90599,DEVICE_TYPE_109
90600,DEVICE_TYPE_108
90601,DEVICE_TYPE_107
90602,DEVICE_TYPE_34
90603,DEVICE_TYPE_135
90604,DEVICE_TYPE_1
90605,DEVICE_TYPE_108
90606,DEVICE_TYPE_156
90607,DEVICE_TYPE_27
90608,DEVICE_TYPE_109
90609,DEVICE_TYPE_111
90610,DEVICE_TYPE_99
90611,DEVICE_TYPE_35
90612,DEVICE_TYPE_27
90613,DEVICE_TYPE_35
90614,DEVICE_TYPE_1
90615,DEVICE_TYPE_1
90616,DEVICE_TYPE_159
90617,DEVICE_TYPE_107
90618,DEVICE_TYPE_135
90619,DEVICE_TYPE_135
90620,DEVICE_TYPE_102
90621,DEVICE_TYPE_135
90622,DEVICE_TYPE_27
90623,DEVICE_TYPE_95
90624,DEVICE_TYPE_107
90625,DEVICE_TYPE_35
90626,DEVICE_TYPE_156
90627,DEVICE_TYPE_12
90627,DEVICE_TYPE_156
90628,DEVICE_TYPE_135
90629,DEVICE_TYPE_88
90629,DEVICE_TYPE_135
90630,DEVICE_TYPE_93
90631,DEVICE_TYPE_25
90632,DEVICE_TYPE_27
90633,DEVICE_TYPE_98
90634,DEVICE_TYPE_110
90634,DEVICE_TYPE_135
90635,DEVICE_TYPE_111
90636,DEVICE_TYPE_35
90636,DEVICE_TYPE_109
90636,DEVICE_TYPE_88
90637,DEVICE_TYPE_73
90637,DEVICE_TYPE_109
90637,DEVICE_TYPE_88
90638,DEVICE_TYPE_98
90639,DEVICE_TYPE_99
90640,DEVICE_TYPE_111
90641,DEVICE_TYPE_69
90642,DEVICE_TYPE_156
90643,DEVICE_TYPE_34
90644,DEVICE_TYPE_98
90645,DEVICE_TYPE_27
90646,DEVICE_TYPE_117
90647,DEVICE_TYPE_111
90648,DEVICE_TYPE_35
90648,DEVICE_TYPE_88
90649,DEVICE_TYPE_35
90650,DEVICE_TYPE_1
90651,DEVICE_TYPE_111
90652,DEVICE_TYPE_108
90653,DEVICE_TYPE_35
90654,DEVICE_TYPE_109
90654,DEVICE_TYPE_111
90655,DEVICE_TYPE_156
90655,DEVICE_TYPE_88
90656,DEVICE_TYPE_34
90656,DEVICE_TYPE_135
90657,DEVICE_TYPE_34
90658,DEVICE_TYPE_35
90659,DEVICE_TYPE_27
90659,DEVICE_TYPE_135
90660,DEVICE_TYPE_107
90661,DEVICE_TYPE_108
90661,DEVICE_TYPE_88
90662,DEVICE_TYPE_99
90663,DEVICE_TYPE_109
90664,DEVICE_TYPE_109
90665,DEVICE_TYPE_135
90666,DEVICE_TYPE_109
90667,DEVICE_TYPE_111
90668,DEVICE_TYPE_135
90669,DEVICE_TYPE_111
90670,DEVICE_TYPE_156
90671,DEVICE_TYPE_135
90672,DEVICE_TYPE_27
90673,DEVICE_TYPE_111
90674,DEVICE_TYPE_93
90675,DEVICE_TYPE_109
90675,DEVICE_TYPE_111
90676,DEVICE_TYPE_107
90677,DEVICE_TYPE_34
90678,DEVICE_TYPE_34
90679,DEVICE_TYPE_12
90679,DEVICE_TYPE_27
90680,DEVICE_TYPE_119
90681,DEVICE_TYPE_109
90682,DEVICE_TYPE_135
90683,DEVICE_TYPE_156
90683,DEVICE_TYPE_88
90684,DEVICE_TYPE_109
90684,DEVICE_TYPE_88
90685,DEVICE_TYPE_135
90686,DEVICE_TYPE_156
90687,DEVICE_TYPE_136
90688,DEVICE_TYPE_108
90689,DEVICE_TYPE_156
90690,DEVICE_TYPE_93
90691,DEVICE_TYPE_135
90692,DEVICE_TYPE_99
90693,DEVICE_TYPE_27
90693,DEVICE_TYPE_88
90694,DEVICE_TYPE_151
90695,DEVICE_TYPE_111
90696,DEVICE_TYPE_111
90697,DEVICE_TYPE_156
90698,DEVICE_TYPE_119
90699,DEVICE_TYPE_108
90700,DEVICE_TYPE_108
90701,DEVICE_TYPE_135
90702,DEVICE_TYPE_156
90703,DEVICE_TYPE_93
90704,DEVICE_TYPE_151
90705,DEVICE_TYPE_135
90706,DEVICE_TYPE_35
90707,DEVICE_TYPE_99
90708,DEVICE_TYPE_119
90709,DEVICE_TYPE_156
90709,DEVICE_TYPE_34
90709,DEVICE_TYPE_35
90710,DEVICE_TYPE_135
90711,DEVICE_TYPE_99
90711,DEVICE_TYPE_88
90712,DEVICE_TYPE_156
90713,DEVICE_TYPE_107
90714,DEVICE_TYPE_156
90715,DEVICE_TYPE_27
90716,DEVICE_TYPE_35
90717,DEVICE_TYPE_35
90718,DEVICE_TYPE_99
90719,DEVICE_TYPE_35
90720,DEVICE_TYPE_99
90720,DEVICE_TYPE_88
90721,DEVICE_TYPE_135
90722,DEVICE_TYPE_7
90723,DEVICE_TYPE_109
90724,DEVICE_TYPE_93
90724,DEVICE_TYPE_88
90725,DEVICE_TYPE_107
90726,DEVICE_TYPE_27
90727,DEVICE_TYPE_27
90728,DEVICE_TYPE_135
90729,DEVICE_TYPE_95
90729,DEVICE_TYPE_111
90730,DEVICE_TYPE_12
90730,DEVICE_TYPE_156
90731,DEVICE_TYPE_103
90732,DEVICE_TYPE_99
90733,DEVICE_TYPE_135
90733,DEVICE_TYPE_141
90734,DEVICE_TYPE_34
90735,DEVICE_TYPE_111
90735,DEVICE_TYPE_88
90736,DEVICE_TYPE_135
90737,DEVICE_TYPE_156
90737,DEVICE_TYPE_34
90737,DEVICE_TYPE_35
90738,DEVICE_TYPE_111
90739,DEVICE_TYPE_156
90740,DEVICE_TYPE_102
90741,DEVICE_TYPE_128
90742,DEVICE_TYPE_95
90743,DEVICE_TYPE_1
90744,DEVICE_TYPE_109
90745,DEVICE_TYPE_109
90746,DEVICE_TYPE_156
90747,DEVICE_TYPE_111
90748,DEVICE_TYPE_34
90748,DEVICE_TYPE_53
90749,DEVICE_TYPE_111
90750,DEVICE_TYPE_107
90750,DEVICE_TYPE_88
90751,DEVICE_TYPE_110
90752,DEVICE_TYPE_156
90752,DEVICE_TYPE_34
90752,DEVICE_TYPE_35
90753,DEVICE_TYPE_93
90754,DEVICE_TYPE_111
90755,DEVICE_TYPE_135
90756,DEVICE_TYPE_135
90757,DEVICE_TYPE_156
90758,DEVICE_TYPE_135
90759,DEVICE_TYPE_34
90760,DEVICE_TYPE_107
90761,DEVICE_TYPE_35
90762,DEVICE_TYPE_116
90763,DEVICE_TYPE_135
90764,DEVICE_TYPE_117
90765,DEVICE_TYPE_34
90766,DEVICE_TYPE_34
90767,DEVICE_TYPE_135
90768,DEVICE_TYPE_110
90769,DEVICE_TYPE_34
90770,DEVICE_TYPE_23
90771,DEVICE_TYPE_107
90772,DEVICE_TYPE_111
90773,DEVICE_TYPE_12
90773,DEVICE_TYPE_156
90774,DEVICE_TYPE_135
90775,DEVICE_TYPE_135
90776,DEVICE_TYPE_99
90777,DEVICE_TYPE_27
90778,DEVICE_TYPE_135
90779,DEVICE_TYPE_35
90780,DEVICE_TYPE_99
90781,DEVICE_TYPE_135
90782,DEVICE_TYPE_34
90782,DEVICE_TYPE_135
90783,DEVICE_TYPE_135
90784,DEVICE_TYPE_14
90785,DEVICE_TYPE_109
90786,DEVICE_TYPE_151
90787,DEVICE_TYPE_34
90788,DEVICE_TYPE_34
90789,DEVICE_TYPE_34
90790,DEVICE_TYPE_93
90791,DEVICE_TYPE_98
90792,DEVICE_TYPE_156
90793,DEVICE_TYPE_98
90794,DEVICE_TYPE_99
90795,DEVICE_TYPE_25
90796,DEVICE_TYPE_107
90797,DEVICE_TYPE_27
90798,DEVICE_TYPE_103
90799,DEVICE_TYPE_109
90799,DEVICE_TYPE_88
90800,DEVICE_TYPE_35
90801,DEVICE_TYPE_156
90802,DEVICE_TYPE_135
90803,DEVICE_TYPE_135
90804,DEVICE_TYPE_107
90805,DEVICE_TYPE_99
90806,DEVICE_TYPE_111
90807,DEVICE_TYPE_135
90808,DEVICE_TYPE_34
90808,DEVICE_TYPE_88
90809,DEVICE_TYPE_35
90810,DEVICE_TYPE_107
90811,DEVICE_TYPE_135
90812,DEVICE_TYPE_35
90813,DEVICE_TYPE_35
90814,DEVICE_TYPE_135
90815,DEVICE_TYPE_12
90816,DEVICE_TYPE_135
90817,DEVICE_TYPE_108
90818,DEVICE_TYPE_135
90819,DEVICE_TYPE_102
90820,DEVICE_TYPE_34
90821,DEVICE_TYPE_109
90822,DEVICE_TYPE_111
90822,DEVICE_TYPE_135
90823,DEVICE_TYPE_35
90824,DEVICE_TYPE_25
90825,DEVICE_TYPE_135
90826,DEVICE_TYPE_109
90827,DEVICE_TYPE_107
90827,DEVICE_TYPE_88
90828,DEVICE_TYPE_12
90828,DEVICE_TYPE_99
90828,DEVICE_TYPE_108
90829,DEVICE_TYPE_111
90829,DEVICE_TYPE_88
90830,DEVICE_TYPE_156
90831,DEVICE_TYPE_111
90832,DEVICE_TYPE_34
90833,DEVICE_TYPE_135
90834,DEVICE_TYPE_135
90835,DEVICE_TYPE_156
90836,DEVICE_TYPE_12
90836,DEVICE_TYPE_111
90837,DEVICE_TYPE_111
90838,DEVICE_TYPE_93
90839,DEVICE_TYPE_135
90840,DEVICE_TYPE_27
90841,DEVICE_TYPE_36
90842,DEVICE_TYPE_34
90843,DEVICE_TYPE_117
90844,DEVICE_TYPE_93
90845,DEVICE_TYPE_98
90846,DEVICE_TYPE_27
90847,DEVICE_TYPE_156
90848,DEVICE_TYPE_23
90849,DEVICE_TYPE_135
90850,DEVICE_TYPE_108
90851,DEVICE_TYPE_98
90852,DEVICE_TYPE_53
90853,DEVICE_TYPE_93
90854,DEVICE_TYPE_111
90855,DEVICE_TYPE_135
90856,DEVICE_TYPE_34
90857,DEVICE_TYPE_34
90858,DEVICE_TYPE_107
90859,DEVICE_TYPE_35
90860,DEVICE_TYPE_135
90861,DEVICE_TYPE_135
90862,DEVICE_TYPE_109
90863,DEVICE_TYPE_110
90864,DEVICE_TYPE_109
90865,DEVICE_TYPE_12
90865,DEVICE_TYPE_156
90866,DEVICE_TYPE_98
90867,DEVICE_TYPE_35
90867,DEVICE_TYPE_135
90868,DEVICE_TYPE_27
90869,DEVICE_TYPE_35
90870,DEVICE_TYPE_99
90871,DEVICE_TYPE_99
90872,DEVICE_TYPE_108
90873,DEVICE_TYPE_35
90874,DEVICE_TYPE_98
90875,DEVICE_TYPE_111
90876,DEVICE_TYPE_12
90876,DEVICE_TYPE_27
90877,DEVICE_TYPE_119
90878,DEVICE_TYPE_99
90879,DEVICE_TYPE_99
90880,DEVICE_TYPE_110
90881,DEVICE_TYPE_156
90882,DEVICE_TYPE_117
90883,DEVICE_TYPE_27
90884,DEVICE_TYPE_151
90885,DEVICE_TYPE_99
90886,DEVICE_TYPE_35
90887,DEVICE_TYPE_156
90888,DEVICE_TYPE_156
90889,DEVICE_TYPE_34
90890,DEVICE_TYPE_156
90891,DEVICE_TYPE_152
90892,DEVICE_TYPE_93
90893,DEVICE_TYPE_135
90894,DEVICE_TYPE_35
90895,DEVICE_TYPE_156
90896,DEVICE_TYPE_135
90897,DEVICE_TYPE_146
90898,DEVICE_TYPE_135
90899,DEVICE_TYPE_117
90900,DEVICE_TYPE_93
90901,DEVICE_TYPE_27
90902,DEVICE_TYPE_135
90903,DEVICE_TYPE_109
90903,DEVICE_TYPE_110
90904,DEVICE_TYPE_99
90905,DEVICE_TYPE_111
90905,DEVICE_TYPE_135
90906,DEVICE_TYPE_103
90907,DEVICE_TYPE_109
90908,DEVICE_TYPE_146
90909,DEVICE_TYPE_99
90910,DEVICE_TYPE_135
90911,DEVICE_TYPE_27
90912,DEVICE_TYPE_99
90913,DEVICE_TYPE_102
90914,DEVICE_TYPE_156
90915,DEVICE_TYPE_107
90916,DEVICE_TYPE_99
90917,DEVICE_TYPE_34
90917,DEVICE_TYPE_135
90918,DEVICE_TYPE_27
90919,DEVICE_TYPE_119
90920,DEVICE_TYPE_108
90921,DEVICE_TYPE_135
90922,DEVICE_TYPE_99
90923,DEVICE_TYPE_156
90924,DEVICE_TYPE_111
90925,DEVICE_TYPE_35
90926,DEVICE_TYPE_108
90927,DEVICE_TYPE_135
90928,DEVICE_TYPE_35
90929,DEVICE_TYPE_110
90930,DEVICE_TYPE_109
90931,DEVICE_TYPE_34
90932,DEVICE_TYPE_136
90933,DEVICE_TYPE_109
90934,DEVICE_TYPE_34
90935,DEVICE_TYPE_103
90936,DEVICE_TYPE_156
90937,DEVICE_TYPE_99
90938,DEVICE_TYPE_151
