pid,DTYPE
136419,DEVICE_TYPE_23
136420,DEVICE_TYPE_111
136421,DEVICE_TYPE_112
136422,DEVICE_TYPE_99
136422,DEVICE_TYPE_135
136423,DEVICE_TYPE_111
136424,DEVICE_TYPE_108
136425,DEVICE_TYPE_27
136426,DEVICE_TYPE_98
136427,DEVICE_TYPE_135
136428,DEVICE_TYPE_96
136429,DEVICE_TYPE_108
136429,DEVICE_TYPE_135
136430,DEVICE_TYPE_111
136430,DEVICE_TYPE_135
136431,DEVICE_TYPE_111
136432,DEVICE_TYPE_108
136433,DEVICE_TYPE_102
136434,DEVICE_TYPE_34
136435,DEVICE_TYPE_34
136436,DEVICE_TYPE_156
136437,DEVICE_TYPE_111
136438,DEVICE_TYPE_35
136439,DEVICE_TYPE_107
136440,DEVICE_TYPE_107
136441,DEVICE_TYPE_34
136442,DEVICE_TYPE_1
136443,DEVICE_TYPE_1
136444,DEVICE_TYPE_156
136445,DEVICE_TYPE_1
136446,DEVICE_TYPE_111
136446,DEVICE_TYPE_135
136447,DEVICE_TYPE_110
136448,DEVICE_TYPE_35
136449,DEVICE_TYPE_159
136449,DEVICE_TYPE_88
136450,DEVICE_TYPE_93
136451,DEVICE_TYPE_107
136452,DEVICE_TYPE_111
136453,DEVICE_TYPE_156
136453,DEVICE_TYPE_110
136453,DEVICE_TYPE_111
136454,DEVICE_TYPE_111
136455,DEVICE_TYPE_111
136456,DEVICE_TYPE_156
136457,DEVICE_TYPE_135
136458,DEVICE_TYPE_135
136458,DEVICE_TYPE_149
136459,DEVICE_TYPE_109
136460,DEVICE_TYPE_35
136461,DEVICE_TYPE_109
136462,DEVICE_TYPE_99
136463,DEVICE_TYPE_111
136464,DEVICE_TYPE_135
136465,DEVICE_TYPE_23
136466,DEVICE_TYPE_156
136467,DEVICE_TYPE_147
136468,DEVICE_TYPE_109
136468,DEVICE_TYPE_135
136469,DEVICE_TYPE_135
136470,DEVICE_TYPE_103
136471,DEVICE_TYPE_156
136471,DEVICE_TYPE_34
136472,DEVICE_TYPE_111
136472,DEVICE_TYPE_135
136473,DEVICE_TYPE_156
136474,DEVICE_TYPE_151
136475,DEVICE_TYPE_156
136476,DEVICE_TYPE_27
136477,DEVICE_TYPE_35
136478,DEVICE_TYPE_99
136479,DEVICE_TYPE_107
136480,DEVICE_TYPE_109
136481,DEVICE_TYPE_107
136482,DEVICE_TYPE_111
136483,DEVICE_TYPE_1
136484,DEVICE_TYPE_98
136485,DEVICE_TYPE_117
136486,DEVICE_TYPE_109
136487,DEVICE_TYPE_111
136488,DEVICE_TYPE_156
136489,DEVICE_TYPE_156
136490,DEVICE_TYPE_93
136491,DEVICE_TYPE_110
136492,DEVICE_TYPE_35
136493,DEVICE_TYPE_108
136494,DEVICE_TYPE_1
136494,DEVICE_TYPE_109
136495,DEVICE_TYPE_27
136496,DEVICE_TYPE_111
136497,DEVICE_TYPE_35
136498,DEVICE_TYPE_36
136499,DEVICE_TYPE_99
136500,DEVICE_TYPE_109
136500,DEVICE_TYPE_135
136501,DEVICE_TYPE_159
136502,DEVICE_TYPE_99
136503,DEVICE_TYPE_109
136504,DEVICE_TYPE_35
136505,DEVICE_TYPE_109
136506,DEVICE_TYPE_135
136507,DEVICE_TYPE_108
136508,DEVICE_TYPE_35
136509,DEVICE_TYPE_93
136510,DEVICE_TYPE_23
136511,DEVICE_TYPE_109
136512,DEVICE_TYPE_34
136513,DEVICE_TYPE_151
136514,DEVICE_TYPE_35
136515,DEVICE_TYPE_35
136516,DEVICE_TYPE_109
136517,DEVICE_TYPE_109
136518,DEVICE_TYPE_109
136518,DEVICE_TYPE_111
136519,DEVICE_TYPE_92
136520,DEVICE_TYPE_156
136521,DEVICE_TYPE_27
136522,DEVICE_TYPE_35
136522,DEVICE_TYPE_135
136523,DEVICE_TYPE_93
136524,DEVICE_TYPE_135
136525,DEVICE_TYPE_93
136526,DEVICE_TYPE_156
136527,DEVICE_TYPE_35
136528,DEVICE_TYPE_1
136529,DEVICE_TYPE_34
136530,DEVICE_TYPE_1
136531,DEVICE_TYPE_116
136532,DEVICE_TYPE_135
136533,DEVICE_TYPE_27
136534,DEVICE_TYPE_108
136535,DEVICE_TYPE_34
136536,DEVICE_TYPE_35
136537,DEVICE_TYPE_34
136538,DEVICE_TYPE_34
136538,DEVICE_TYPE_109
136539,DEVICE_TYPE_156
136540,DEVICE_TYPE_34
136541,DEVICE_TYPE_110
136542,DEVICE_TYPE_110
136543,DEVICE_TYPE_156
136544,DEVICE_TYPE_37
136544,DEVICE_TYPE_135
136545,DEVICE_TYPE_36
136546,DEVICE_TYPE_111
136546,DEVICE_TYPE_135
136547,DEVICE_TYPE_99
136548,DEVICE_TYPE_35
136549,DEVICE_TYPE_156
136550,DEVICE_TYPE_93
136551,DEVICE_TYPE_156
136551,DEVICE_TYPE_34
136551,DEVICE_TYPE_35
136552,DEVICE_TYPE_111
136552,DEVICE_TYPE_88
136553,DEVICE_TYPE_156
136554,DEVICE_TYPE_99
136554,DEVICE_TYPE_135
136555,DEVICE_TYPE_35
136555,DEVICE_TYPE_88
136556,DEVICE_TYPE_99
136557,DEVICE_TYPE_135
136558,DEVICE_TYPE_111
136559,DEVICE_TYPE_37
136559,DEVICE_TYPE_135
136560,DEVICE_TYPE_111
136561,DEVICE_TYPE_35
136562,DEVICE_TYPE_110
136563,DEVICE_TYPE_98
136564,DEVICE_TYPE_27
136565,DEVICE_TYPE_102
136566,DEVICE_TYPE_99
136567,DEVICE_TYPE_108
136568,DEVICE_TYPE_99
136569,DEVICE_TYPE_35
136570,DEVICE_TYPE_34
136571,DEVICE_TYPE_35
136572,DEVICE_TYPE_35
136573,DEVICE_TYPE_109
136574,DEVICE_TYPE_135
136575,DEVICE_TYPE_135
136576,DEVICE_TYPE_159
136577,DEVICE_TYPE_94
136577,DEVICE_TYPE_147
136578,DEVICE_TYPE_35
136579,DEVICE_TYPE_34
136580,DEVICE_TYPE_47
136581,DEVICE_TYPE_135
136582,DEVICE_TYPE_47
136583,DEVICE_TYPE_156
136584,DEVICE_TYPE_111
136585,DEVICE_TYPE_102
136586,DEVICE_TYPE_143
136587,DEVICE_TYPE_99
136588,DEVICE_TYPE_111
136589,DEVICE_TYPE_109
136589,DEVICE_TYPE_111
136590,DEVICE_TYPE_108
136591,DEVICE_TYPE_156
136592,DEVICE_TYPE_37
136593,DEVICE_TYPE_111
136593,DEVICE_TYPE_135
136594,DEVICE_TYPE_35
136595,DEVICE_TYPE_35
136596,DEVICE_TYPE_93
136597,DEVICE_TYPE_27
136598,DEVICE_TYPE_109
136599,DEVICE_TYPE_156
136600,DEVICE_TYPE_35
136601,DEVICE_TYPE_35
136602,DEVICE_TYPE_102
136603,DEVICE_TYPE_111
136604,DEVICE_TYPE_156
136604,DEVICE_TYPE_35
136604,DEVICE_TYPE_88
136605,DEVICE_TYPE_109
136605,DEVICE_TYPE_111
136606,DEVICE_TYPE_111
136606,DEVICE_TYPE_88
136607,DEVICE_TYPE_35
136608,DEVICE_TYPE_98
136608,DEVICE_TYPE_99
136609,DEVICE_TYPE_99
136610,DEVICE_TYPE_109
136610,DEVICE_TYPE_111
136611,DEVICE_TYPE_111
136612,DEVICE_TYPE_35
136613,DEVICE_TYPE_34
136614,DEVICE_TYPE_156
136615,DEVICE_TYPE_35
136616,DEVICE_TYPE_156
136617,DEVICE_TYPE_35
136618,DEVICE_TYPE_102
136619,DEVICE_TYPE_156
136620,DEVICE_TYPE_53
136621,DEVICE_TYPE_111
136622,DEVICE_TYPE_111
136622,DEVICE_TYPE_88
136623,DEVICE_TYPE_99
136623,DEVICE_TYPE_135
136624,DEVICE_TYPE_111
136625,DEVICE_TYPE_102
136626,DEVICE_TYPE_34
136627,DEVICE_TYPE_43
136628,DEVICE_TYPE_93
136628,DEVICE_TYPE_135
136629,DEVICE_TYPE_99
136630,DEVICE_TYPE_36
136630,DEVICE_TYPE_88
136631,DEVICE_TYPE_109
136631,DEVICE_TYPE_111
136632,DEVICE_TYPE_99
136633,DEVICE_TYPE_34
136634,DEVICE_TYPE_34
136634,DEVICE_TYPE_88
136635,DEVICE_TYPE_111
136635,DEVICE_TYPE_135
136636,DEVICE_TYPE_99
136637,DEVICE_TYPE_111
136638,DEVICE_TYPE_111
136639,DEVICE_TYPE_93
136640,DEVICE_TYPE_156
136641,DEVICE_TYPE_107
136642,DEVICE_TYPE_135
136643,DEVICE_TYPE_35
136644,DEVICE_TYPE_99
136645,DEVICE_TYPE_99
136646,DEVICE_TYPE_156
136647,DEVICE_TYPE_99
136648,DEVICE_TYPE_27
136648,DEVICE_TYPE_135
136649,DEVICE_TYPE_34
136650,DEVICE_TYPE_35
136651,DEVICE_TYPE_111
136652,DEVICE_TYPE_107
136653,DEVICE_TYPE_34
136654,DEVICE_TYPE_90
136655,DEVICE_TYPE_135
136656,DEVICE_TYPE_135
136657,DEVICE_TYPE_35
136658,DEVICE_TYPE_109
136659,DEVICE_TYPE_35
136660,DEVICE_TYPE_111
136661,DEVICE_TYPE_111
136662,DEVICE_TYPE_27
136663,DEVICE_TYPE_26
136664,DEVICE_TYPE_135
136665,DEVICE_TYPE_107
136666,DEVICE_TYPE_108
136667,DEVICE_TYPE_117
136668,DEVICE_TYPE_99
136669,DEVICE_TYPE_156
136670,DEVICE_TYPE_108
136671,DEVICE_TYPE_99
136672,DEVICE_TYPE_156
136673,DEVICE_TYPE_35
136674,DEVICE_TYPE_35
136675,DEVICE_TYPE_34
136676,DEVICE_TYPE_99
136676,DEVICE_TYPE_88
136677,DEVICE_TYPE_109
136678,DEVICE_TYPE_99
136678,DEVICE_TYPE_135
136679,DEVICE_TYPE_34
136679,DEVICE_TYPE_88
136680,DEVICE_TYPE_98
136681,DEVICE_TYPE_34
136682,DEVICE_TYPE_135
136683,DEVICE_TYPE_156
136684,DEVICE_TYPE_35
136685,DEVICE_TYPE_151
136686,DEVICE_TYPE_116
136687,DEVICE_TYPE_111
136687,DEVICE_TYPE_135
136688,DEVICE_TYPE_35
136689,DEVICE_TYPE_109
136690,DEVICE_TYPE_151
136691,DEVICE_TYPE_103
136692,DEVICE_TYPE_34
136693,DEVICE_TYPE_35
136694,DEVICE_TYPE_111
136694,DEVICE_TYPE_135
136695,DEVICE_TYPE_108
136696,DEVICE_TYPE_151
136697,DEVICE_TYPE_109
136698,DEVICE_TYPE_109
136698,DEVICE_TYPE_135
136699,DEVICE_TYPE_135
136700,DEVICE_TYPE_93
136701,DEVICE_TYPE_124
136701,DEVICE_TYPE_135
136702,DEVICE_TYPE_34
136703,DEVICE_TYPE_109
136703,DEVICE_TYPE_135
136704,DEVICE_TYPE_111
136704,DEVICE_TYPE_88
136705,DEVICE_TYPE_135
136706,DEVICE_TYPE_156
136707,DEVICE_TYPE_109
136708,DEVICE_TYPE_156
136709,DEVICE_TYPE_135
136710,DEVICE_TYPE_111
136711,DEVICE_TYPE_34
136712,DEVICE_TYPE_109
136713,DEVICE_TYPE_99
136713,DEVICE_TYPE_88
136714,DEVICE_TYPE_135
136715,DEVICE_TYPE_109
136716,DEVICE_TYPE_119
136717,DEVICE_TYPE_35
136718,DEVICE_TYPE_109
136719,DEVICE_TYPE_110
136720,DEVICE_TYPE_111
136720,DEVICE_TYPE_135
136721,DEVICE_TYPE_156
136721,DEVICE_TYPE_34
136721,DEVICE_TYPE_35
136722,DEVICE_TYPE_159
136723,DEVICE_TYPE_135
136724,DEVICE_TYPE_156
136725,DEVICE_TYPE_47
136726,DEVICE_TYPE_35
136727,DEVICE_TYPE_35
136728,DEVICE_TYPE_107
136729,DEVICE_TYPE_110
136730,DEVICE_TYPE_35
136731,DEVICE_TYPE_108
136732,DEVICE_TYPE_107
136733,DEVICE_TYPE_108
136734,DEVICE_TYPE_109
136734,DEVICE_TYPE_135
136735,DEVICE_TYPE_156
136736,DEVICE_TYPE_135
136737,DEVICE_TYPE_135
136738,DEVICE_TYPE_109
136738,DEVICE_TYPE_111
136739,DEVICE_TYPE_156
136740,DEVICE_TYPE_109
136741,DEVICE_TYPE_109
136741,DEVICE_TYPE_111
136742,DEVICE_TYPE_156
136743,DEVICE_TYPE_102
136744,DEVICE_TYPE_110
136745,DEVICE_TYPE_135
136746,DEVICE_TYPE_156
136747,DEVICE_TYPE_34
136748,DEVICE_TYPE_135
136749,DEVICE_TYPE_135
136750,DEVICE_TYPE_135
136751,DEVICE_TYPE_135
136752,DEVICE_TYPE_111
136753,DEVICE_TYPE_103
136754,DEVICE_TYPE_34
136754,DEVICE_TYPE_135
136755,DEVICE_TYPE_111
136756,DEVICE_TYPE_108
136757,DEVICE_TYPE_111
136758,DEVICE_TYPE_93
136759,DEVICE_TYPE_93
136760,DEVICE_TYPE_116
136761,DEVICE_TYPE_96
136762,DEVICE_TYPE_111
136763,DEVICE_TYPE_116
136764,DEVICE_TYPE_159
136765,DEVICE_TYPE_117
136766,DEVICE_TYPE_25
136766,DEVICE_TYPE_151
136767,DEVICE_TYPE_27
136768,DEVICE_TYPE_1
136769,DEVICE_TYPE_27
136770,DEVICE_TYPE_109
136770,DEVICE_TYPE_111
136771,DEVICE_TYPE_103
136772,DEVICE_TYPE_35
136773,DEVICE_TYPE_27
136774,DEVICE_TYPE_27
136774,DEVICE_TYPE_135
136775,DEVICE_TYPE_135
136776,DEVICE_TYPE_109
136776,DEVICE_TYPE_111
136777,DEVICE_TYPE_65
136778,DEVICE_TYPE_147
136779,DEVICE_TYPE_148
136780,DEVICE_TYPE_146
136781,DEVICE_TYPE_109
136781,DEVICE_TYPE_111
136782,DEVICE_TYPE_135
136783,DEVICE_TYPE_111
136783,DEVICE_TYPE_135
136784,DEVICE_TYPE_109
136785,DEVICE_TYPE_107
136786,DEVICE_TYPE_98
136787,DEVICE_TYPE_109
136787,DEVICE_TYPE_108
136788,DEVICE_TYPE_107
136789,DEVICE_TYPE_111
136790,DEVICE_TYPE_36
136791,DEVICE_TYPE_99
136792,DEVICE_TYPE_34
136792,DEVICE_TYPE_135
136793,DEVICE_TYPE_156
136794,DEVICE_TYPE_111
136794,DEVICE_TYPE_135
136795,DEVICE_TYPE_36
136796,DEVICE_TYPE_156
136796,DEVICE_TYPE_34
136796,DEVICE_TYPE_35
136797,DEVICE_TYPE_111
136798,DEVICE_TYPE_34
136799,DEVICE_TYPE_27
136800,DEVICE_TYPE_108
136801,DEVICE_TYPE_111
136802,DEVICE_TYPE_135
136803,DEVICE_TYPE_35
136804,DEVICE_TYPE_37
136805,DEVICE_TYPE_109
136805,DEVICE_TYPE_135
136806,DEVICE_TYPE_156
136807,DEVICE_TYPE_116
136808,DEVICE_TYPE_111
136809,DEVICE_TYPE_1
136810,DEVICE_TYPE_111
136811,DEVICE_TYPE_34
136812,DEVICE_TYPE_6
136813,DEVICE_TYPE_34
136814,DEVICE_TYPE_93
136815,DEVICE_TYPE_98
136816,DEVICE_TYPE_35
136817,DEVICE_TYPE_156
136818,DEVICE_TYPE_36
136818,DEVICE_TYPE_88
136819,DEVICE_TYPE_29
136820,DEVICE_TYPE_1
136821,DEVICE_TYPE_35
136822,DEVICE_TYPE_111
136823,DEVICE_TYPE_109
136823,DEVICE_TYPE_135
136824,DEVICE_TYPE_109
136825,DEVICE_TYPE_111
136826,DEVICE_TYPE_35
136827,DEVICE_TYPE_95
136828,DEVICE_TYPE_111
136829,DEVICE_TYPE_99
136829,DEVICE_TYPE_135
136830,DEVICE_TYPE_156
136831,DEVICE_TYPE_117
136832,DEVICE_TYPE_93
136833,DEVICE_TYPE_159
136834,DEVICE_TYPE_43
136834,DEVICE_TYPE_88
136835,DEVICE_TYPE_99
136836,DEVICE_TYPE_35
136837,DEVICE_TYPE_156
136837,DEVICE_TYPE_34
136838,DEVICE_TYPE_135
136839,DEVICE_TYPE_109
136840,DEVICE_TYPE_99
136841,DEVICE_TYPE_109
136842,DEVICE_TYPE_111
136843,DEVICE_TYPE_1
136844,DEVICE_TYPE_109
136845,DEVICE_TYPE_143
136846,DEVICE_TYPE_99
136846,DEVICE_TYPE_135
136847,DEVICE_TYPE_27
136848,DEVICE_TYPE_108
136848,DEVICE_TYPE_88
136849,DEVICE_TYPE_116
136850,DEVICE_TYPE_146
136851,DEVICE_TYPE_135
136852,DEVICE_TYPE_27
136853,DEVICE_TYPE_27
136853,DEVICE_TYPE_135
136854,DEVICE_TYPE_1
136855,DEVICE_TYPE_135
136856,DEVICE_TYPE_99
136857,DEVICE_TYPE_107
136858,DEVICE_TYPE_35
136858,DEVICE_TYPE_88
136859,DEVICE_TYPE_107
136860,DEVICE_TYPE_35
136861,DEVICE_TYPE_108
136862,DEVICE_TYPE_156
136863,DEVICE_TYPE_110
136864,DEVICE_TYPE_156
136865,DEVICE_TYPE_156
136866,DEVICE_TYPE_135
136867,DEVICE_TYPE_98
136868,DEVICE_TYPE_35
136869,DEVICE_TYPE_156
136870,DEVICE_TYPE_37
136870,DEVICE_TYPE_88
136871,DEVICE_TYPE_34
136871,DEVICE_TYPE_135
136872,DEVICE_TYPE_111
136873,DEVICE_TYPE_35
136874,DEVICE_TYPE_156
136875,DEVICE_TYPE_27
136876,DEVICE_TYPE_35
136877,DEVICE_TYPE_93
136878,DEVICE_TYPE_156
136879,DEVICE_TYPE_34
136880,DEVICE_TYPE_109
136881,DEVICE_TYPE_99
136881,DEVICE_TYPE_135
136882,DEVICE_TYPE_35
136883,DEVICE_TYPE_35
136884,DEVICE_TYPE_141
136885,DEVICE_TYPE_98
136886,DEVICE_TYPE_108
136887,DEVICE_TYPE_156
136888,DEVICE_TYPE_99
136889,DEVICE_TYPE_99
136890,DEVICE_TYPE_99
136891,DEVICE_TYPE_109
136892,DEVICE_TYPE_109
136893,DEVICE_TYPE_135
136894,DEVICE_TYPE_99
136895,DEVICE_TYPE_27
136895,DEVICE_TYPE_88
136896,DEVICE_TYPE_27
136897,DEVICE_TYPE_135
136898,DEVICE_TYPE_109
136899,DEVICE_TYPE_135
136900,DEVICE_TYPE_153
136901,DEVICE_TYPE_34
136902,DEVICE_TYPE_93
136903,DEVICE_TYPE_111
136904,DEVICE_TYPE_111
136905,DEVICE_TYPE_93
136906,DEVICE_TYPE_107
136907,DEVICE_TYPE_111
136908,DEVICE_TYPE_99
136909,DEVICE_TYPE_36
136909,DEVICE_TYPE_88
136910,DEVICE_TYPE_147
136911,DEVICE_TYPE_103
136912,DEVICE_TYPE_135
136913,DEVICE_TYPE_146
136914,DEVICE_TYPE_111
136915,DEVICE_TYPE_135
136916,DEVICE_TYPE_27
136917,DEVICE_TYPE_156
136918,DEVICE_TYPE_109
136919,DEVICE_TYPE_99
136920,DEVICE_TYPE_109
136921,DEVICE_TYPE_34
136922,DEVICE_TYPE_135
136923,DEVICE_TYPE_156
136924,DEVICE_TYPE_26
136925,DEVICE_TYPE_110
136926,DEVICE_TYPE_109
136927,DEVICE_TYPE_156
136928,DEVICE_TYPE_102
136928,DEVICE_TYPE_103
136929,DEVICE_TYPE_35
136929,DEVICE_TYPE_88
136930,DEVICE_TYPE_156
136931,DEVICE_TYPE_156
136932,DEVICE_TYPE_35
136933,DEVICE_TYPE_111
136933,DEVICE_TYPE_88
136934,DEVICE_TYPE_107
136935,DEVICE_TYPE_35
136936,DEVICE_TYPE_93
136937,DEVICE_TYPE_111
136938,DEVICE_TYPE_107
136939,DEVICE_TYPE_1
136940,DEVICE_TYPE_34
136940,DEVICE_TYPE_35
136941,DEVICE_TYPE_35
136942,DEVICE_TYPE_27
136943,DEVICE_TYPE_35
136944,DEVICE_TYPE_109
136945,DEVICE_TYPE_109
136945,DEVICE_TYPE_135
136946,DEVICE_TYPE_111
136947,DEVICE_TYPE_35
136948,DEVICE_TYPE_1
136949,DEVICE_TYPE_35
136949,DEVICE_TYPE_88
136950,DEVICE_TYPE_34
136950,DEVICE_TYPE_147
136951,DEVICE_TYPE_107
136952,DEVICE_TYPE_1
136953,DEVICE_TYPE_156
136953,DEVICE_TYPE_35
136953,DEVICE_TYPE_111
136954,DEVICE_TYPE_98
136955,DEVICE_TYPE_34
136956,DEVICE_TYPE_156
136957,DEVICE_TYPE_111
136957,DEVICE_TYPE_88
136958,DEVICE_TYPE_111
136958,DEVICE_TYPE_135
136959,DEVICE_TYPE_35
136960,DEVICE_TYPE_35
136961,DEVICE_TYPE_111
136961,DEVICE_TYPE_135
136962,DEVICE_TYPE_43
136963,DEVICE_TYPE_27
136963,DEVICE_TYPE_135
136964,DEVICE_TYPE_34
136964,DEVICE_TYPE_88
136965,DEVICE_TYPE_31
136966,DEVICE_TYPE_27
136967,DEVICE_TYPE_135
136968,DEVICE_TYPE_110
136969,DEVICE_TYPE_93
136970,DEVICE_TYPE_1
136971,DEVICE_TYPE_135
136972,DEVICE_TYPE_34
136973,DEVICE_TYPE_35
136974,DEVICE_TYPE_34
136975,DEVICE_TYPE_135
136976,DEVICE_TYPE_107
136977,DEVICE_TYPE_34
136978,DEVICE_TYPE_99
136979,DEVICE_TYPE_123
136980,DEVICE_TYPE_35
136981,DEVICE_TYPE_103
136982,DEVICE_TYPE_156
136983,DEVICE_TYPE_102
136984,DEVICE_TYPE_135
136985,DEVICE_TYPE_135
136986,DEVICE_TYPE_123
136987,DEVICE_TYPE_35
136988,DEVICE_TYPE_35
136989,DEVICE_TYPE_1
136990,DEVICE_TYPE_111
136991,DEVICE_TYPE_156
136992,DEVICE_TYPE_109
136993,DEVICE_TYPE_111
136994,DEVICE_TYPE_156
136994,DEVICE_TYPE_88
136995,DEVICE_TYPE_34
136996,DEVICE_TYPE_27
136997,DEVICE_TYPE_110
136998,DEVICE_TYPE_27
136998,DEVICE_TYPE_135
136999,DEVICE_TYPE_135
137000,DEVICE_TYPE_99
137001,DEVICE_TYPE_35
137002,DEVICE_TYPE_99
137002,DEVICE_TYPE_135
137003,DEVICE_TYPE_159
137004,DEVICE_TYPE_135
137005,DEVICE_TYPE_107
137006,DEVICE_TYPE_98
137007,DEVICE_TYPE_144
137008,DEVICE_TYPE_156
137008,DEVICE_TYPE_88
137009,DEVICE_TYPE_111
137010,DEVICE_TYPE_111
137011,DEVICE_TYPE_35
137012,DEVICE_TYPE_135
137013,DEVICE_TYPE_93
137014,DEVICE_TYPE_109
137015,DEVICE_TYPE_159
137016,DEVICE_TYPE_159
137017,DEVICE_TYPE_34
137018,DEVICE_TYPE_159
137019,DEVICE_TYPE_156
137020,DEVICE_TYPE_156
137021,DEVICE_TYPE_117
137022,DEVICE_TYPE_35
137023,DEVICE_TYPE_119
137024,DEVICE_TYPE_119
137025,DEVICE_TYPE_156
137026,DEVICE_TYPE_110
137027,DEVICE_TYPE_107
137028,DEVICE_TYPE_135
137029,DEVICE_TYPE_159
137030,DEVICE_TYPE_159
137031,DEVICE_TYPE_111
137032,DEVICE_TYPE_159
137033,DEVICE_TYPE_99
137034,DEVICE_TYPE_156
137035,DEVICE_TYPE_159
137036,DEVICE_TYPE_159
137037,DEVICE_TYPE_156
137038,DEVICE_TYPE_119
137039,DEVICE_TYPE_159
137040,DEVICE_TYPE_34
137040,DEVICE_TYPE_88
137041,DEVICE_TYPE_159
137042,DEVICE_TYPE_159
137043,DEVICE_TYPE_159
137044,DEVICE_TYPE_135
137045,DEVICE_TYPE_159
137046,DEVICE_TYPE_159
137047,DEVICE_TYPE_156
137048,DEVICE_TYPE_35
137048,DEVICE_TYPE_135
137049,DEVICE_TYPE_159
137050,DEVICE_TYPE_159
137051,DEVICE_TYPE_27
137052,DEVICE_TYPE_156
137053,DEVICE_TYPE_156
137054,DEVICE_TYPE_93
137055,DEVICE_TYPE_107
137056,DEVICE_TYPE_35
137057,DEVICE_TYPE_27
137057,DEVICE_TYPE_88
137058,DEVICE_TYPE_156
137059,DEVICE_TYPE_110
137060,DEVICE_TYPE_98
137061,DEVICE_TYPE_135
137062,DEVICE_TYPE_103
137063,DEVICE_TYPE_99
137064,DEVICE_TYPE_34
137065,DEVICE_TYPE_90
137066,DEVICE_TYPE_110
137067,DEVICE_TYPE_99
137068,DEVICE_TYPE_151
137069,DEVICE_TYPE_34
137069,DEVICE_TYPE_88
137070,DEVICE_TYPE_1
137071,DEVICE_TYPE_35
137072,DEVICE_TYPE_35
137073,DEVICE_TYPE_109
137074,DEVICE_TYPE_35
137075,DEVICE_TYPE_109
137075,DEVICE_TYPE_135
137076,DEVICE_TYPE_107
137077,DEVICE_TYPE_111
137078,DEVICE_TYPE_110
137079,DEVICE_TYPE_110
137080,DEVICE_TYPE_117
137081,DEVICE_TYPE_34
137082,DEVICE_TYPE_34
137083,DEVICE_TYPE_135
137084,DEVICE_TYPE_111
137085,DEVICE_TYPE_146
137086,DEVICE_TYPE_35
137086,DEVICE_TYPE_135
137087,DEVICE_TYPE_98
137088,DEVICE_TYPE_135
137089,DEVICE_TYPE_109
137090,DEVICE_TYPE_111
137091,DEVICE_TYPE_93
137092,DEVICE_TYPE_109
137093,DEVICE_TYPE_135
137094,DEVICE_TYPE_156
137095,DEVICE_TYPE_34
137096,DEVICE_TYPE_156
137097,DEVICE_TYPE_34
137098,DEVICE_TYPE_35
137098,DEVICE_TYPE_88
137099,DEVICE_TYPE_111
137100,DEVICE_TYPE_135
137101,DEVICE_TYPE_35
137101,DEVICE_TYPE_135
137102,DEVICE_TYPE_23
137103,DEVICE_TYPE_111
137104,DEVICE_TYPE_35
137105,DEVICE_TYPE_110
137106,DEVICE_TYPE_151
137107,DEVICE_TYPE_107
137108,DEVICE_TYPE_121
137108,DEVICE_TYPE_135
137109,DEVICE_TYPE_109
137110,DEVICE_TYPE_34
137111,DEVICE_TYPE_27
137112,DEVICE_TYPE_109
137113,DEVICE_TYPE_147
137114,DEVICE_TYPE_35
137115,DEVICE_TYPE_35
137116,DEVICE_TYPE_102
137117,DEVICE_TYPE_34
137118,DEVICE_TYPE_35
137119,DEVICE_TYPE_156
137119,DEVICE_TYPE_135
137120,DEVICE_TYPE_35
137121,DEVICE_TYPE_35
137122,DEVICE_TYPE_34
137123,DEVICE_TYPE_111
137123,DEVICE_TYPE_88
137124,DEVICE_TYPE_35
137125,DEVICE_TYPE_111
137125,DEVICE_TYPE_88
137126,DEVICE_TYPE_93
137127,DEVICE_TYPE_135
137128,DEVICE_TYPE_110
137129,DEVICE_TYPE_111
137130,DEVICE_TYPE_35
137131,DEVICE_TYPE_111
137132,DEVICE_TYPE_34
137132,DEVICE_TYPE_135
137133,DEVICE_TYPE_111
137134,DEVICE_TYPE_111
137135,DEVICE_TYPE_35
137136,DEVICE_TYPE_135
137137,DEVICE_TYPE_34
137138,DEVICE_TYPE_156
137139,DEVICE_TYPE_34
137140,DEVICE_TYPE_156
137140,DEVICE_TYPE_88
137141,DEVICE_TYPE_35
137142,DEVICE_TYPE_99
137143,DEVICE_TYPE_111
137143,DEVICE_TYPE_135
137144,DEVICE_TYPE_117
137145,DEVICE_TYPE_102
137146,DEVICE_TYPE_116
137147,DEVICE_TYPE_111
137148,DEVICE_TYPE_110
137149,DEVICE_TYPE_99
137150,DEVICE_TYPE_95
137151,DEVICE_TYPE_102
137152,DEVICE_TYPE_99
137153,DEVICE_TYPE_109
137154,DEVICE_TYPE_135
137155,DEVICE_TYPE_27
137156,DEVICE_TYPE_135
137157,DEVICE_TYPE_109
137158,DEVICE_TYPE_156
137159,DEVICE_TYPE_35
137160,DEVICE_TYPE_135
137161,DEVICE_TYPE_135
137162,DEVICE_TYPE_156
137162,DEVICE_TYPE_35
137163,DEVICE_TYPE_156
137164,DEVICE_TYPE_27
137165,DEVICE_TYPE_111
137166,DEVICE_TYPE_27
137167,DEVICE_TYPE_103
137168,DEVICE_TYPE_27
137168,DEVICE_TYPE_135
137169,DEVICE_TYPE_102
137170,DEVICE_TYPE_35
137170,DEVICE_TYPE_135
137171,DEVICE_TYPE_135
137172,DEVICE_TYPE_111
